LDR,100,245,260,506,516,653 [1],653 [2],653 [3],653 [4],653 [5],830,856
00955nas a2200265uu 4500," Tinker, Chauncey Brewster,  1876-1963", The Translations of Beowulf :  A Critical Bibliography  [electronic resource] /  Chauncey Brewster Tinker," Project Gutenberg,  2008", Public domain in the USA., Text, Monsters in literature -- Bibliography, Beowulf -- Translations -- Bibliography, Dragons in literature -- Bibliography," Epic poetry, English (Old) -- Translations -- Bibliography", Heroes in literature -- Bibliography, Project Gutenberg  25942, http://www.gutenberg.org/ebooks/25942
00848nas a2200265uu 4500," Bailey, Arthur Scott,  1877-1949", The Tale of Chirpy Cricket  [electronic resource] /  Arthur Scott Bailey," Project Gutenberg,  2008", Public domain in the USA., Text, Insects -- Juvenile fiction, Crickets -- Juvenile fiction, Fiddling -- Juvenile fiction, Friendship -- Juvenile fiction, Animals -- Juvenile fiction, Project Gutenberg  25943, http://www.gutenberg.org/ebooks/25943
00796nas a2200217uu 4500," Stelwagon, Henry Weightman,  1853-1919", Essentials of Diseases of the Skin :   Including the Syphilodermata Arranged in the Form of Questions and Answers Prepared Especially for Students of Medicine  [electronic resource] /  Henry Weightman Stelwagon," Project Gutenberg,  2008", Public domain in the USA., Text, Skin -- Diseases,,,,, Project Gutenberg  25944, http://www.gutenberg.org/ebooks/25944
00660nas a2200217uu 4500," Lima, Jaime de Magalhães,  1859-1936", Transviado  [electronic resource] /  Jaime de Magalhães Lima," Project Gutenberg,  2008", Public domain in the USA., Text, Portuguese fiction -- 19th century,,,,, Project Gutenberg  25945, http://www.gutenberg.org/ebooks/25945
01091nas a2200337uu 4500," Austen, Jane,  1775-1817", Gevoel en verstand  [electronic resource] /  Jane Austen," Project Gutenberg,  2008", Public domain in the USA., Text, Social classes -- Fiction, England -- Social life and customs -- 19th century -- Fiction, England -- Fiction, Inheritance and succession -- Fiction, Domestic fiction, Project Gutenberg  25946, http://www.gutenberg.org/ebooks/25946
00770nas a2200241uu 4500," O'Brien, Joseph,  1859-1927", The Devil :  A Tragedy of the Heart and Conscience  [electronic resource] /  Joseph O'Brien," Project Gutenberg,  2008", Public domain in the USA., Text, Devil -- Fiction, Man-woman relationships -- Fiction,,,, Project Gutenberg  25947, http://www.gutenberg.org/ebooks/25947
02217nas a2200253uu 4500,, Fifty-Two Stories For Girls  [electronic resource]," Project Gutenberg,  2008", Public domain in the USA., Text, Children's stories, Girls -- Conduct of life -- Juvenile fiction, Conduct of life -- Juvenile fiction,,, Project Gutenberg  25948, http://www.gutenberg.org/ebooks/25948
00703nas a2200217uu 4500," Halbert, Arthur"," Le nouveau dictionnaire complet du jargon de l'argot :   ou, Le langage des voleurs dévoilé  [electronic resource] /  Arthur Halbert"," Project Gutenberg,  2008", Public domain in the USA., Text, French language -- Slang,,,,, Project Gutenberg  25949, http://www.gutenberg.org/ebooks/25949
00633nas a2200217uu 4500," Germain, Walter", The Complete Bachelor :  Manners for Men  [electronic resource] /  Walter Germain," Project Gutenberg,  2008", Public domain in the USA., Text, Etiquette,,,,, Project Gutenberg  25950, http://www.gutenberg.org/ebooks/25950
00675nas a2200217uu 4500," Bairnsfather, Bruce,  1887-1959", Fragments From France  [electronic resource] /  Bruce Bairnsfather," Project Gutenberg,  2008", Public domain in the USA., Text," World War, 1914-1918 -- Humor, caricatures, etc.",,,,, Project Gutenberg  25951, http://www.gutenberg.org/ebooks/25951
00915nas a2200241uu 4500," Macbain, Alexander,  1855-1907"," The Celtic Magazine, Vol. 1, No. 1, November 1875 :   A Monthly Periodical Devoted to the Literature, History, Antiquities, Folk Lore, Traditions, and the Social and Material Interests of the Celt at Home and Abroad.  [electronic resource] /  Alexander Macbain"," Project Gutenberg,  2008", Public domain in the USA., Text, Scotland -- Periodicals, Clans -- Scotland -- Periodicals,,,, Project Gutenberg  25952, http://www.gutenberg.org/ebooks/25952
00615nas a2200205uu 4500,," Kalevala, The Land of the Heroes, Volume One  [electronic resource]"," Project Gutenberg,  2008", Public domain in the USA., Text, Finnish poetry -- Translations into English,,,,, Project Gutenberg  25953, http://www.gutenberg.org/ebooks/25953
00728nas a2200241uu 4500," Fisher, Harrison,  1875-1934", The Opened Shutters :  A Novel  [electronic resource] /  Harrison Fisher," Project Gutenberg,  2008", Public domain in the USA., Text, Casco Bay (Me.) -- Fiction, Love stories, Young women -- Fiction,,, Project Gutenberg  25954, http://www.gutenberg.org/ebooks/25954
00812nas a2200229uu 4500," Orczy, Emmuska Orczy, Baroness,  1865-1947"," The Bronze Eagle :  A Story of the Hundred Days  [electronic resource] /  Emmuska Orczy, Baroness Orczy"," Project Gutenberg,  2008", Public domain in the USA., Text," Napoleon I, Emperor of the French, 1769-1821 -- Elba and the Hundred Days, 1814-1815 -- Fiction", Elba (Italy) -- Fiction,,,, Project Gutenberg  25955, http://www.gutenberg.org/ebooks/25955
00676nas a2200217uu 4500," Pérez Galdós, Benito,  1843-1920", La desheredada  [electronic resource] /  Benito Pérez Galdós," Project Gutenberg,  2008", Public domain in the USA., Text, Madrid (Spain) -- Social life and customs -- Fiction,,,,, Project Gutenberg  25956, http://www.gutenberg.org/ebooks/25956
00714nas a2200229uu 4500,," The Contemporary Review, January 1883 :   Vol 43, No. 1  [electronic resource] /  Various"," Project Gutenberg,  2008", Public domain in the USA., Text, Political science -- Periodicals, Literature -- Periodicals, Arts -- Periodicals,,, Project Gutenberg  25957, http://www.gutenberg.org/ebooks/25957
00694nas a2200217uu 4500,," The American Missionary — Volume 52, No. 2, June, 1898  [electronic resource] /  Various"," Project Gutenberg,  2008", Public domain in the USA., Text, Congregational churches -- Missions -- Periodicals, Home missions -- Periodicals,,,, Project Gutenberg  25958, http://www.gutenberg.org/ebooks/25958
00769nas a2200253uu 4500," Harrison, F. Bayford", Littlebourne Lock  [electronic resource] /  F. Bayford Harrison," Project Gutenberg,  2008", Public domain in the USA., Text, Didactic fiction, Domestic fiction, Girls -- Conduct of life -- Juvenile fiction, Poverty -- Juvenile fiction,, Project Gutenberg  25959, http://www.gutenberg.org/ebooks/25959
00734nas a2200241uu 4500," Hamby, William H.  (William Henry),  1876-1928", The Desert Fiddler  [electronic resource] /  William H. Hamby," Project Gutenberg,  2008", Public domain in the USA., Text, Fiddlers -- Fiction, Cotton farmers -- Fiction, Western stories,,, Project Gutenberg  25960, http://www.gutenberg.org/ebooks/25960
00655nas a2200229uu 4500," Fox, Fontaine,  1884-1964", Bib Ballads  [electronic resource] /  Fontaine Fox," Project Gutenberg,  2008", Public domain in the USA., Text, Children -- Poetry, American poetry,,,, Project Gutenberg  25961, http://www.gutenberg.org/ebooks/25961
00576nas a2200205uu 4500,," World's War Events, Vol. I  [electronic resource]"," Project Gutenberg,  2008", Public domain in the USA., Text," World War, 1914-1918",,,,, Project Gutenberg  25962, http://www.gutenberg.org/ebooks/25962
00577nas a2200205uu 4500,," World's War Events, Vol. II  [electronic resource]"," Project Gutenberg,  2008", Public domain in the USA., Text," World War, 1914-1918",,,,, Project Gutenberg  25963, http://www.gutenberg.org/ebooks/25963
00799nas a2200241uu 4500," Linnankoski, Johannes,  1869-1913", Batalo pri la Domo Heikkilä  [electronic resource] /  Johannes Linnankoski," Project Gutenberg,  2008", Public domain in the USA., Text, Finnish Fiction -- Translations into Esperanto,,,,, Project Gutenberg  25964, http://www.gutenberg.org/ebooks/25964
00892nas a2200217uu 4500," Arnold, Edwin,  Sir,  1832-1904"," Indian Poetry :   Containing ""The Indian Song of Songs,"" from the Sanskrit of the Gîta Govinda of Jayadeva, Two books from ""The Iliad Of India"" (Mahábhárata), ""Proverbial Wisdom"" from the Shlokas of the Hitopadesa, and other Oriental Poems.  [electronic resource] /  Edwin, Arnold"," Project Gutenberg,  2008", Public domain in the USA., Text, Sanskrit poetry -- Translations into English,,,,, Project Gutenberg  25965, http://www.gutenberg.org/ebooks/25965
00850nas a2200253uu 4500," Ellis, Edward Sylvester,  1840-1916", Camp-fire and Wigwam  [electronic resource] /  Edward Sylvester Ellis," Project Gutenberg,  2008", Public domain in the USA., Text, Conduct of life -- Juvenile fiction, Mississippi River -- Juvenile fiction, Indians of North America -- Juvenile fiction, Frontier and pioneer life -- Juvenile fiction,, Project Gutenberg  25966, http://www.gutenberg.org/ebooks/25966
00878nas a2200265uu 4500," Alger, Horatio,  Jr,  1832-1899"," Rufus and Rose; Or, The Fortunes of Rough and Ready  [electronic resource] /  Horatio, Alger"," Project Gutenberg,  2008", Public domain in the USA., Text, Clerks -- Fiction, Conduct of life -- Fiction, New York (N.Y.) -- History -- 19th century -- Fiction, Stepfathers -- Fiction, Brothers and sisters -- Fiction, Project Gutenberg  25967, http://www.gutenberg.org/ebooks/25967
00741nas a2200217uu 4500," Hyde, Grant Milnor,  1889-"," Newspaper Reporting and Correspondence :   A Manual for Reporters, Correspondents, and Students of Newspaper Writing  [electronic resource] /  Grant Milnor Hyde"," Project Gutenberg,  2008", Public domain in the USA., Text, Reporters and reporting,,,,, Project Gutenberg  25968, http://www.gutenberg.org/ebooks/25968
01050nas a2200229uu 4500," Brooks, Charles S.  (Charles Stephen),  1878-1934", Chimney-Pot Papers  [electronic resource] /  Charles S. Brooks," Project Gutenberg,  2008", Public domain in the USA., Text, Essays,,,,, Project Gutenberg  25969, http://www.gutenberg.org/ebooks/25969
00747nas a2200229uu 4500," Darlington, Richard"," A Full Description of the Great Tornado in Chester County, Pa.  [electronic resource] /  Richard Darlington"," Project Gutenberg,  2008", Public domain in the USA., Text, Chester County (Pa.) -- History, Tornadoes -- Pennsylvania -- Chester County,,,, Project Gutenberg  25970, http://www.gutenberg.org/ebooks/25970
00749nas a2200241uu 4500," Keller, Arthur Ignatius,  1866-1924", The Creators :  A Comedy  [electronic resource] /  Arthur Ignatius Keller," Project Gutenberg,  2008", Public domain in the USA., Text, Authorship -- Fiction, Man-woman relationships -- Fiction, Authors -- Fiction,,, Project Gutenberg  25971, http://www.gutenberg.org/ebooks/25971
00836nas a2200253uu 4500," Arthur, Frances Browne", Two Little Travellers :   A Story for Girls  [electronic resource] /  Frances Browne Arthur," Project Gutenberg,  2008", Public domain in the USA., Text, Christian life -- Juvenile fiction, Brothers and sisters -- Juvenile fiction, England -- Juvenile fiction, Conduct of life -- Juvenile fiction,, Project Gutenberg  25972, http://www.gutenberg.org/ebooks/25972
00686nas a2200229uu 4500," Keyser, Leander S.  (Leander Sylvester),  1856-1937", Birds of the Rockies  [electronic resource] /  Leander S. Keyser," Project Gutenberg,  2008", Public domain in the USA., Text, Birds, Birds -- Colorado,,,, Project Gutenberg  25973, http://www.gutenberg.org/ebooks/25973
00641nas a2200217uu 4500," Martin, T. T.  (Thomas Theodore),  1862-1939", God's Plan with Men  [electronic resource] /  T. T. Martin," Project Gutenberg,  2008", Public domain in the USA., Text, Salvation,,,,, Project Gutenberg  25974, http://www.gutenberg.org/ebooks/25974
00699nas a2200229uu 4500," Denton, William,  1823-1883", The Deluge in the Light of Modern Science :   A Discourse  [electronic resource] /  William Denton," Project Gutenberg,  2008", Public domain in the USA., Text, Deluge, Bible and science,,,, Project Gutenberg  25975, http://www.gutenberg.org/ebooks/25975
00694nas a2200229uu 4500," Fox, Frank,  1874-1960", Peeps At Many Lands :  Australia  [electronic resource] /  Frank Fox," Project Gutenberg,  2008", Public domain in the USA., Text, Australia -- History, Australia -- Description and travel,,,, Project Gutenberg  25976, http://www.gutenberg.org/ebooks/25976
00926nas a2200265uu 4500," Guiccioli, Teresa, contessa di,  1800-1873"," My Recollections of Lord Byron  [electronic resource] /  Teresa, contessa di Guiccioli"," Project Gutenberg,  2008", Public domain in the USA., Text," Poets, English -- 19th century -- Biography"," Byron, George Gordon Byron, Baron, 1788-1824",,,, Project Gutenberg  25977, http://www.gutenberg.org/ebooks/25977
00768nas a2200241uu 4500," Johnston, Annie F.  (Annie Fellows),  1863-1931"," Flip's ""Islands of Providence""  [electronic resource] /  Annie F. Johnston"," Project Gutenberg,  2008", Public domain in the USA., Text, City and town life -- Fiction, Villages -- Fiction, Brothers and sisters -- Fiction,,, Project Gutenberg  25978, http://www.gutenberg.org/ebooks/25978
00649nas a2200217uu 4500," Blaeu, Willem", Sonnets of Shakespeare's Ghost  [electronic resource] /  Willem Blaeu," Project Gutenberg,  2008", Public domain in the USA., Text," Shakespeare, William, 1564-1616 -- Poetry",,,,, Project Gutenberg  25979, http://www.gutenberg.org/ebooks/25979
00744nas a2200229uu 4500," Ellis, Edward Sylvester,  1840-1916", Footprints in the Forest  [electronic resource] /  Edward Sylvester Ellis," Project Gutenberg,  2008", Public domain in the USA., Text, Indians of North America -- Juvenile fiction, Frontier and pioneer life -- Juvenile fiction,,,, Project Gutenberg  25980, http://www.gutenberg.org/ebooks/25980
00676nas a2200217uu 4500," Sand, George,  1804-1876", Les beaux messieurs de Bois-Doré  [electronic resource] /  George Sand," Project Gutenberg,  2008", Public domain in the USA., Text," France -- History -- Louis XIII, 1610-1643 -- Fiction",,,,, Project Gutenberg  25981, http://www.gutenberg.org/ebooks/25981
02498nas a2200253uu 4500,," Thrilling Narratives of Mutiny, Murder and Piracy :   A weird series of tales of shipwreck and disaster, from the earliest part of the century to the present time, with accounts of providential escapes and heart-rending fatalities.  [electronic resource] /  Anonymous"," Project Gutenberg,  2008", Public domain in the USA., Text, Seafaring life, Shipwrecks, Pirates, Mutiny,, Project Gutenberg  25982, http://www.gutenberg.org/ebooks/25982
00739nas a2200229uu 4500,," Birds, Illustrated by Color Photography, Vol. 1, No. 5 :   May, 1897  [electronic resource] /  Various"," Project Gutenberg,  2008", Public domain in the USA., Text, Birds -- Periodicals, Zoological illustration -- Periodicals, Natural history -- Periodicals,,, Project Gutenberg  25983, http://www.gutenberg.org/ebooks/25983
00683nas a2200229uu 4500," Pinero, Arthur Wing,  1855-1934", The Big Drum :  A Comedy in Four Acts  [electronic resource] /  Arthur Wing Pinero," Project Gutenberg,  2008", Public domain in the USA., Text, Comedies, English drama,,,, Project Gutenberg  25984, http://www.gutenberg.org/ebooks/25984
